WorkClass;Occupation;Education;Sexe;Race;Age;Relationship;Marital_satus;Native_Country;Hours_per_week;Salary
 Private; Craft-repair; HS-grad; Male; White;33; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Transport-moving; HS-grad; Male; White;34; Own-child; Never-married; United-States;40; <=50K
 Private; Transport-moving; HS-grad; Male; White;45; Husband; Married-civ-spouse; United-States;50; <=50K
 Private; Machine-op-inspct; Some-college; Female; White;20; Own-child; Never-married; United-States;40; <=50K
 Private; Adm-clerical; Bachelors; Male; White;58; Husband; Married-civ-spouse; Mexico;40; <=50K
 Private; Adm-clerical; HS-grad; Female; White;56; Unmarried; Divorced; United-States;32; <=50K
 Self-emp-not-inc; Prof-specialty; 9th; Male; White;19; Not-in-family; Never-married; Mexico;35; <=50K
 Private; Transport-moving; HS-grad; Male; White;34; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Tech-support; Masters; Male; White;47; Not-in-family; Divorced; United-States;40; <=50K
 Private; Machine-op-inspct; Assoc-voc; Male; White;46; Husband; Married-civ-spouse; United-States;40; <=50K
 Local-gov; Prof-specialty; Masters; Male; White;44; Not-in-family; Never-married; United-States;42; <=50K
 Private; Sales; HS-grad; Female; White;19; Own-child; Never-married; United-States;25; <=50K
 Private; Exec-managerial; Bachelors; Male; White;47; Husband; Married-civ-spouse; Canada;45; >50K
 Self-emp-inc; Sales; Some-college; Male; White;51; Husband; Married-civ-spouse; United-States;50; >50K
 State-gov; Adm-clerical; Some-college; Female; White;20; Own-child; Never-married; United-States;10; <=50K
 Local-gov; Tech-support; HS-grad; Female; White;24; Not-in-family; Never-married; United-States;40; <=50K
 Private; Sales; HS-grad; Male; White;25; Unmarried; Never-married; United-States;40; <=50K
 Private; Transport-moving; Bachelors; Male; White;41; Husband; Married-civ-spouse; Canada;48; >50K
 Private; Other-service; HS-grad; Male; White;24; Other-relative; Never-married; United-States;25; <=50K
 Private; Craft-repair; Some-college; Male; White;42; Not-in-family; Divorced; United-States;38; <=50K
 Private; Craft-repair; HS-grad; Male; White;39; Husband; Married-civ-spouse; United-States;40; <=50K
 State-gov; Other-service; Some-college; Male; White;23; Own-child; Never-married; United-States;40; <=50K
 Private; Adm-clerical; HS-grad; Female; White;25; Wife; Married-civ-spouse; United-States;40; <=50K
 Private; Farming-fishing; Some-college; Female; White;39; Unmarried; Divorced; United-States;45; <=50K
 Local-gov; Other-service; Assoc-acdm; Female; White;24; Wife; Married-civ-spouse; United-States;40; <=50K
 Self-emp-not-inc; Craft-repair; Bachelors; Male; White;31; Not-in-family; Never-married; United-States;55; <=50K
 Private; Prof-specialty; Bachelors; Male; White;45; Not-in-family; Divorced; United-States;50; >50K
 Private; Exec-managerial; Bachelors; Female; Black;24; Own-child; Never-married; United-States;40; <=50K
 Private; Adm-clerical; Some-college; Female; Black;39; Unmarried; Separated; United-States;40; <=50K
 Private; Craft-repair; Some-college; Male; White;48; Husband; Married-civ-spouse; United-States;60; >50K
 Private; Craft-repair; HS-grad; Male; White;46; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Sales; Bachelors; Female; White;27; Own-child; Never-married; United-States;40; <=50K
 Private; Craft-repair; 9th; Male; White;35; Not-in-family; Never-married; United-States;40; <=50K
 Private; Other-service; Bachelors; Female; Asian-Pac-Islander;49; Not-in-family; Never-married; Philippines;35; <=50K
 Private; Other-service; 10th; Male; White;18; Own-child; Never-married; United-States;40; <=50K
 Private; Other-service; HS-grad; Female; White;30; Not-in-family; Divorced; United-States;40; <=50K
 Federal-gov; Adm-clerical; HS-grad; Male; White;50; Husband; Married-civ-spouse; United-States;48; <=50K
 Self-emp-inc; Exec-managerial; Assoc-voc; Male; Black;41; Husband; Married-civ-spouse; United-States;40; >50K
 Private; Adm-clerical; Some-college; Female; White;30; Not-in-family; Divorced; United-States;45; <=50K
 Self-emp-not-inc; Craft-repair; HS-grad; Male; White;30; Husband; Married-civ-spouse; United-States;60; <=50K
 Federal-gov; Adm-clerical; HS-grad; Male; White;49; Husband; Married-civ-spouse; United-States;40; >50K
 Private; Handlers-cleaners; HS-grad; Male; White;30; Husband; Married-civ-spouse; United-States;40; >50K
 Private; Prof-specialty; Bachelors; Male; White;73; Husband; Married-civ-spouse; United-States;15; <=50K
 Private; Machine-op-inspct; 10th; Male; White;31; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Adm-clerical; Some-college; Female; White;32; Not-in-family; Never-married; United-States;40; <=50K
 Self-emp-not-inc; Other-service; HS-grad; Female; White;38; Unmarried; Separated; United-States;40; <=50K
 Local-gov; Protective-serv; Some-college; Male; Black;23; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Other-service; HS-grad; Female; White;37; Unmarried; Never-married; United-States;35; <=50K
 Private; Transport-moving; Bachelors; Male; White;44; Husband; Married-civ-spouse; United-States;40; <=50K
 Local-gov; Adm-clerical; HS-grad; Female; White;33; Own-child; Divorced; United-States;40; <=50K
 Self-emp-not-inc; Craft-repair; HS-grad; Male; White;40; Husband; Married-civ-spouse; United-States;50; >50K
 Private; Machine-op-inspct; HS-grad; Male; White;29; Not-in-family; Separated; United-States;40; <=50K
 Private; Other-service; Some-college; Female; White;55; Not-in-family; Widowed; United-States;35; <=50K
 Private; Prof-specialty; Doctorate; Male; White;45; Husband; Married-civ-spouse; United-States;50; >50K
 Private; Exec-managerial; Some-college; Female; White;53; Unmarried; Widowed; United-States;40; <=50K
 Private; Craft-repair; 7th-8th; Male; White;67; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Craft-repair; HS-grad; Male; White;43; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Farming-fishing; 5th-6th; Male; White;19; Not-in-family; Never-married; Mexico;36; <=50K
 Private; Farming-fishing; HS-grad; Male; Black;40; Husband; Married-civ-spouse; United-States;40; <=50K
 Self-emp-not-inc; Farming-fishing; HS-grad; Male; White;28; Husband; Married-civ-spouse; United-States;70; >50K
 Private; Other-service; Some-college; Male; White;22; Husband; Married-civ-spouse; United-States;35; <=50K
 Private; Exec-managerial; Doctorate; Male; White;52; Husband; Married-civ-spouse; United-States;57; >50K
 Private; Other-service; 12th; Male; White;17; Own-child; Never-married; United-States;16; <=50K
 Private; Sales; Some-college; Male; White;42; Husband; Married-civ-spouse; United-States;50; >50K
 Federal-gov; Craft-repair; HS-grad; Male; White;28; Not-in-family; Never-married; United-States;40; <=50K
 Private; Adm-clerical; HS-grad; Male; Black;40; Unmarried; Divorced; United-States;40; <=50K
 Private; Sales; Bachelors; Male; White;30; Husband; Married-civ-spouse; United-States;40; >50K
 State-gov; Prof-specialty; Some-college; Male; White;19; Own-child; Never-married; United-States;10; <=50K
 Private; Adm-clerical; Assoc-acdm; Female; White;51; Not-in-family; Never-married; United-States;40; <=50K
 Private; Machine-op-inspct; HS-grad; Male; Other;33; Not-in-family; Never-married; United-States;50; <=50K
 Private; Transport-moving; Some-college; Male; Black;33; Husband; Married-civ-spouse; United-States;50; >50K
 Private; Tech-support; Some-college; Female; White;22; Own-child; Never-married; United-States;40; <=50K
 Private; Prof-specialty; Masters; Female; White;47; Wife; Married-civ-spouse; United-States;40; >50K
 Private; Craft-repair; 7th-8th; Male; White;38; Husband; Married-civ-spouse; Mexico;36; <=50K
 Private; Craft-repair; Assoc-voc; Male; White;42; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Sales; Some-college; Female; White;20; Own-child; Never-married; United-States;30; <=50K
 Private; Machine-op-inspct; HS-grad; Male; White;32; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Transport-moving; Assoc-voc; Male; White;41; Husband; Married-civ-spouse; United-States;55; <=50K
 Self-emp-not-inc; Craft-repair; 9th; Male; White;35; Husband; Married-civ-spouse; United-States;30; <=50K
 Private; Prof-specialty; Assoc-acdm; Female; White;46; Unmarried; Widowed; United-States;27; <=50K
 Private; Transport-moving; Some-college; Male; Black;24; Not-in-family; Never-married; United-States;40; <=50K
 Private; Other-service; Some-college; Male; White;50; Own-child; Divorced; United-States;28; <=50K
 Private; Handlers-cleaners; HS-grad; Male; Black;27; Not-in-family; Never-married; United-States;40; <=50K
 Private; Adm-clerical; Bachelors; Female; White;38; Not-in-family; Never-married; United-States;35; <=50K
 Private; Sales; Some-college; Male; White;42; Husband; Married-civ-spouse; United-States;40; >50K
 Private; Adm-clerical; HS-grad; Female; White;49; Not-in-family; Never-married; United-States;44; <=50K
 Private; Adm-clerical; Assoc-voc; Female; Black;55; Unmarried; Divorced; United-States;40; <=50K
 Private; Craft-repair; HS-grad; Male; White;55; Not-in-family; Divorced; United-States;40; <=50K
 Private; Craft-repair; HS-grad; Male; White;43; Husband; Married-civ-spouse; United-States;40; <=50K
 Self-emp-not-inc; Exec-managerial; Masters; Male; White;51; Unmarried; Divorced; United-States;50; >50K
 Private; Exec-managerial; Some-college; Male; White;47; Husband; Married-civ-spouse; United-States;50; >50K
 Private; Craft-repair; 11th; Male; White;34; Unmarried; Divorced; United-States;40; <=50K
 Self-emp-inc; Sales; Assoc-voc; Male; White;58; Not-in-family; Divorced; United-States;56; <=50K
 Private; Prof-specialty; Prof-school; Female; White;48; Unmarried; Divorced; United-States;25; <=50K
 Private; Sales; Bachelors; Male; Asian-Pac-Islander;25; Own-child; Never-married; Vietnam;40; <=50K
 Private; Prof-specialty; Masters; Male; White;41; Husband; Married-civ-spouse; United-States;55; >50K
 Self-emp-not-inc; Exec-managerial; Some-college; Male; White;58; Husband; Married-civ-spouse; United-States;60; >50K
 Self-emp-inc; Sales; Some-college; Female; White;61; Not-in-family; Widowed; United-States;20; <=50K
 Private; Craft-repair; HS-grad; Male; White;43; Husband; Married-civ-spouse; United-States;40; >50K
 Private; Other-service; 10th; Female; White;17; Own-child; Never-married; United-States;25; <=50K
 Private; Adm-clerical; Assoc-voc; Male; White;34; Husband; Married-civ-spouse; United-States;45; <=50K
 Private; Adm-clerical; HS-grad; Female; White;18; Own-child; Never-married; United-States;30; <=50K
 Private; Sales; Some-college; Male; White;38; Husband; Married-civ-spouse; United-States;60; <=50K
 Private; Exec-managerial; Some-college; Male; White;24; Own-child; Never-married; United-States;40; <=50K
 Private; Handlers-cleaners; HS-grad; Male; White;47; Husband; Married-civ-spouse; United-States;60; <=50K
 Private; Handlers-cleaners; Some-college; Male; White;24; Husband; Married-civ-spouse; United-States;30; <=50K
 Private; Prof-specialty; Assoc-acdm; Female; White;46; Unmarried; Never-married; United-States;36; <=50K
 Federal-gov; Protective-serv; Some-college; Male; White;29; Husband; Married-civ-spouse; United-States;60; <=50K
 Private; Farming-fishing; 10th; Male; White;19; Own-child; Never-married; United-States;25; <=50K
 Local-gov; Other-service; 7th-8th; Female; White;66; Not-in-family; Widowed; United-States;20; <=50K
 Private; Sales; HS-grad; Male; White;23; Not-in-family; Never-married; United-States;40; <=50K
 Private; Craft-repair; HS-grad; Male; White;57; Husband; Married-civ-spouse; United-States;40; >50K
 Private; Tech-support; HS-grad; Male; White;22; Own-child; Never-married; United-States;40; <=50K
 Private; Other-service; HS-grad; Male; White;19; Not-in-family; Never-married; United-States;40; <=50K
 Private; Exec-managerial; 10th; Female; White;36; Unmarried; Divorced; United-States;40; <=50K
 Private; Sales; Bachelors; Male; White;46; Husband; Married-civ-spouse; India;50; >50K
 Private; Craft-repair; HS-grad; Male; White;29; Not-in-family; Divorced; United-States;40; <=50K
 Self-emp-not-inc; Exec-managerial; 12th; Male; White;52; Husband; Married-civ-spouse; United-States;50; >50K
 Private; Other-service; Some-college; Male; Black;22; Own-child; Never-married; United-States;40; <=50K
 Private; Sales; Assoc-acdm; Female; Black;37; Unmarried; Never-married; United-States;40; <=50K
 Private; Farming-fishing; Some-college; Male; White;22; Own-child; Never-married; United-States;10; <=50K
 Private; Tech-support; Some-college; Male; White;53; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Craft-repair; 11th; Male; White;43; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Craft-repair; HS-grad; Male; White;50; Husband; Married-civ-spouse; United-States;50; >50K
 Private; Exec-managerial; Some-college; Male; White;35; Husband; Married-civ-spouse; United-States;58; <=50K
 Private; Transport-moving; HS-grad; Male; White;41; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Machine-op-inspct; HS-grad; Male; Black;31; Husband; Married-civ-spouse; United-States;40; <=50K
 State-gov; Prof-specialty; Bachelors; Male; White;38; Husband; Married-civ-spouse; United-States;45; >50K
 Self-emp-not-inc; Sales; HS-grad; Male; White;27; Husband; Married-civ-spouse; United-States;65; >50K
 Self-emp-not-inc; Farming-fishing; HS-grad; Male; White;36; Husband; Married-civ-spouse; United-States;70; <=50K
 Self-emp-not-inc; Farming-fishing; 11th; Male; White;44; Husband; Married-civ-spouse; United-States;88; <=50K
 Private; Transport-moving; Some-college; Male; White;52; Husband; Married-civ-spouse; Canada;60; >50K
 Self-emp-not-inc; Exec-managerial; Some-college; Male; White;36; Husband; Married-civ-spouse; United-States;55; >50K
 Private; Exec-managerial; Some-college; Female; White;51; Wife; Married-civ-spouse; United-States;20; >50K
 Private; Exec-managerial; Masters; Male; White;37; Husband; Married-civ-spouse; United-States;50; >50K
 Self-emp-not-inc; Exec-managerial; Assoc-voc; Female; White;48; Wife; Married-civ-spouse; United-States;25; >50K
 Local-gov; Prof-specialty; Masters; Male; White;44; Husband; Married-civ-spouse; United-States;44; >50K
 Private; Farming-fishing; HS-grad; Male; White;37; Unmarried; Divorced; United-States;45; <=50K
 Local-gov; Protective-serv; Bachelors; Male; Black;31; Own-child; Never-married; United-States;48; <=50K
 Self-emp-inc; Other-service; HS-grad; Male; Black;44; Husband; Married-civ-spouse; United-States;48; <=50K
 Private; Exec-managerial; Bachelors; Male; White;62; Husband; Married-civ-spouse; United-States;35; >50K
 Private; Prof-specialty; Bachelors; Male; White;23; Own-child; Never-married; United-States;40; <=50K
 Private; Craft-repair; HS-grad; Male; White;47; Husband; Married-civ-spouse; United-States;40; >50K
 Local-gov; Protective-serv; Some-college; Male; Black;24; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Handlers-cleaners; HS-grad; Male; White;35; Husband; Married-civ-spouse; United-States;45; <=50K
 Private; Machine-op-inspct; Assoc-voc; Female; White;20; Unmarried; Never-married; United-States;40; <=50K
 Private; Other-service; 1st-4th; Male; White;40; Not-in-family; Never-married; El-Salvador;45; <=50K
 Private; Exec-managerial; Some-college; Female; White;23; Not-in-family; Never-married; United-States;50; <=50K
 Private; Prof-specialty; Bachelors; Female; White;36; Wife; Married-civ-spouse; United-States;4; >50K
 Private; Sales; HS-grad; Male; White;37; Husband; Married-civ-spouse; United-States;60; >50K
 Private; Machine-op-inspct; Bachelors; Male; Amer-Indian-Eskimo;43; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Sales; Bachelors; Male; Black;23; Own-child; Never-married; United-States;10; <=50K
 Private; Adm-clerical; Some-college; Male; White;21; Own-child; Never-married; United-States;40; <=50K
 State-gov; Adm-clerical; Some-college; Male; White;37; Not-in-family; Separated; United-States;40; <=50K
 Private; Farming-fishing; 11th; Male; White;21; Unmarried; Never-married; United-States;40; <=50K
 Private; Machine-op-inspct; HS-grad; Male; White;19; Own-child; Never-married; United-States;42; <=50K
 Private; Other-service; 9th; Female; Black;49; Not-in-family; Married-spouse-absent; Jamaica;16; <=50K
 Private; Tech-support; Some-college; Male; White;49; Not-in-family; Divorced; United-States;40; <=50K
 Private; Craft-repair; Assoc-voc; Male; White;46; Husband; Married-civ-spouse; United-States;40; <=50K
 Self-emp-inc; Exec-managerial; HS-grad; Male; White;44; Husband; Married-civ-spouse; United-States;70; >50K
 Self-emp-not-inc; Adm-clerical; Assoc-acdm; Female; White;30; Not-in-family; Divorced; United-States;40; <=50K
 Self-emp-not-inc; Exec-managerial; HS-grad; Male; White;42; Husband; Married-civ-spouse; United-States;50; <=50K
 Local-gov; Prof-specialty; Masters; Male; White;36; Husband; Married-civ-spouse; United-States;50; >50K
 Private; Machine-op-inspct; Some-college; Male; White;21; Own-child; Never-married; United-States;40; <=50K
 Private; Craft-repair; Some-college; Male; White;36; Husband; Married-civ-spouse; United-States;40; >50K
 Private; Transport-moving; HS-grad; Male; White;25; Husband; Married-civ-spouse; United-States;44; >50K
 Self-emp-not-inc; Adm-clerical; Some-college; Male; White;52; Unmarried; Never-married; United-States;5; <=50K
 Self-emp-inc; Prof-specialty; Prof-school; Male; White;41; Husband; Married-civ-spouse; United-States;60; >50K
 Private; Other-service; 5th-6th; Male; White;23; Husband; Married-civ-spouse; Mexico;40; <=50K
 Private; Adm-clerical; HS-grad; Female; White;20; Unmarried; Never-married; Germany;40; <=50K
 Private; Adm-clerical; HS-grad; Female; White;40; Unmarried; Divorced; United-States;50; <=50K
 Private; Adm-clerical; HS-grad; Male; Black;25; Not-in-family; Never-married; United-States;40; <=50K
 Self-emp-not-inc; Farming-fishing; 10th; Male; White;53; Husband; Married-civ-spouse; United-States;60; <=50K
 Private; Adm-clerical; HS-grad; Female; Black;57; Other-relative; Divorced; United-States;40; <=50K
 State-gov; Prof-specialty; HS-grad; Female; Black;66; Unmarried; Widowed; United-States;35; <=50K
 Local-gov; Prof-specialty; Masters; Female; White;28; Not-in-family; Never-married; United-States;40; <=50K
 Self-emp-not-inc; Tech-support; Some-college; Female; White;55; Not-in-family; Divorced; United-States;12; >50K
 Private; Other-service; HS-grad; Female; White;23; Not-in-family; Never-married; United-States;30; <=50K
 Private; Sales; 12th; Male; White;31; Own-child; Never-married; United-States;32; <=50K
 Private; Machine-op-inspct; 7th-8th; Male; White;33; Husband; Married-civ-spouse; Mexico;40; <=50K
 Private; Craft-repair; HS-grad; Male; White;40; Husband; Married-civ-spouse; United-States;50; <=50K
 Private; Handlers-cleaners; 11th; Male; White;28; Husband; Married-civ-spouse; United-States;40; >50K
 Private; Other-service; Some-college; Male; White;22; Not-in-family; Never-married; United-States;15; <=50K
 Private; Sales; Some-college; Male; White;46; Husband; Married-civ-spouse; United-States;50; <=50K
 Private; Adm-clerical; HS-grad; Female; White;29; Not-in-family; Divorced; United-States;40; <=50K
 Private; Machine-op-inspct; 11th; Male; White;19; Not-in-family; Never-married; United-States;10; <=50K
 Private; Craft-repair; Some-college; Male; White;39; Husband; Married-civ-spouse; United-States;40; <=50K
 State-gov; Exec-managerial; Bachelors; Male; White;38; Own-child; Never-married; United-States;40; <=50K
 Private; Machine-op-inspct; Bachelors; Male; Asian-Pac-Islander;70; Other-relative; Widowed; Philippines;32; <=50K
 Private; Prof-specialty; Prof-school; Female; White;27; Own-child; Never-married; United-States;40; <=50K
 Private; Other-service; 12th; Male; White;38; Husband; Married-civ-spouse; United-States;40; <=50K
 Local-gov; Exec-managerial; HS-grad; Male; White;50; Husband; Married-civ-spouse; United-States;40; >50K
 Private; Adm-clerical; Masters; Female; White;30; Not-in-family; Never-married; France;40; <=50K
 Private; Craft-repair; Bachelors; Male; White;27; Husband; Married-civ-spouse; United-States;45; >50K
 Private; Craft-repair; HS-grad; Male; White;22; Own-child; Never-married; United-States;40; <=50K
 Private; Transport-moving; HS-grad; Male; White;44; Unmarried; Divorced; United-States;50; <=50K
 Self-emp-not-inc; Sales; 7th-8th; Male; White;38; Husband; Married-civ-spouse; United-States;35; >50K
 Self-emp-inc; Sales; Some-college; Male; White;75; Not-in-family; Widowed; United-States;40; >50K
 Private; Adm-clerical; Bachelors; Male; White;24; Own-child; Never-married; United-States;39; <=50K
 Private; Tech-support; Some-college; Male; White;44; Husband; Married-civ-spouse; United-States;18; >50K
 Self-emp-not-inc; Prof-specialty; Assoc-voc; Male; White;30; Husband; Married-civ-spouse; United-States;65; >50K
 Private; Sales; HS-grad; Female; Black;50; Wife; Married-civ-spouse; United-States;40; <=50K
 Private; Craft-repair; HS-grad; Male; White;22; Not-in-family; Never-married; United-States;50; <=50K
 State-gov; Exec-managerial; Bachelors; Male; White;37; Husband; Married-civ-spouse; United-States;50; >50K
 Private; Machine-op-inspct; Assoc-voc; Male; White;29; Husband; Married-civ-spouse; United-States;40; <=50K
 Self-emp-not-inc; Transport-moving; HS-grad; Male; White;51; Husband; Married-civ-spouse; United-States;65; <=50K
 Private; Craft-repair; HS-grad; Male; White;37; Not-in-family; Separated; United-States;50; <=50K
 Private; Sales; Bachelors; Male; White;26; Own-child; Never-married; United-States;45; <=50K
 Self-emp-inc; Sales; Some-college; Male; White;57; Husband; Married-civ-spouse; United-States;50; >50K
 Self-emp-not-inc; Farming-fishing; HS-grad; Female; White;58; Unmarried; Divorced; United-States;10; <=50K
 Self-emp-inc; Sales; Assoc-acdm; Male; White;51; Husband; Married-civ-spouse; United-States;38; >50K
 Private; Craft-repair; Some-college; Male; Black;46; Husband; Married-civ-spouse; United-States;40; >50K
 Private; Handlers-cleaners; HS-grad; Female; White;24; Not-in-family; Never-married; United-States;36; <=50K
 Private; Prof-specialty; Some-college; Female; White;65; Not-in-family; Widowed; Hungary;20; <=50K
 Private; Exec-managerial; Bachelors; Male; White;40; Husband; Married-civ-spouse; United-States;50; >50K
 Local-gov; Protective-serv; Some-college; Male; White;53; Husband; Married-civ-spouse; United-States;40; >50K
 Private; Other-service; Some-college; Female; White;28; Not-in-family; Separated; United-States;60; <=50K
 Self-emp-not-inc; Craft-repair; HS-grad; Male; White;32; Not-in-family; Never-married; United-States;40; <=50K
 Local-gov; Other-service; Some-college; Female; Black;41; Not-in-family; Divorced; United-States;24; <=50K
 Local-gov; Prof-specialty; Masters; Male; White;26; Not-in-family; Never-married; United-States;50; <=50K
 Local-gov; Exec-managerial; Doctorate; Female; White;51; Not-in-family; Divorced; United-States;45; >50K
 Private; Adm-clerical; HS-grad; Female; White;33; Not-in-family; Never-married; United-States;40; <=50K
 State-gov; Adm-clerical; Assoc-acdm; Female; White;27; Not-in-family; Never-married; Germany;40; <=50K
 Private; Exec-managerial; Masters; Male; White;37; Husband; Married-civ-spouse; United-States;60; >50K
 Private; Exec-managerial; Bachelors; Female; Black;37; Unmarried; Separated; United-States;40; <=50K
 Private; Craft-repair; 7th-8th; Male; White;65; Husband; Married-civ-spouse; United-States;40; <=50K
 Self-emp-inc; Exec-managerial; Some-college; Male; White;41; Husband; Married-civ-spouse; United-States;50; <=50K
 Private; Farming-fishing; HS-grad; Male; White;41; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Other-service; HS-grad; Male; White;21; Own-child; Never-married; United-States;40; <=50K
 Self-emp-not-inc; Craft-repair; HS-grad; Male; White;40; Husband; Married-civ-spouse; United-States;60; <=50K
 Private; Adm-clerical; Some-college; Female; White;54; Unmarried; Divorced; United-States;40; <=50K
 Private; Handlers-cleaners; 10th; Male; White;43; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Transport-moving; HS-grad; Male; White;39; Husband; Married-civ-spouse; United-States;65; <=50K
 Private; Adm-clerical; HS-grad; Female; White;51; Wife; Married-civ-spouse; United-States;20; <=50K
 Private; Other-service; Some-college; Female; Black;22; Own-child; Never-married; United-States;15; <=50K
 Private; Handlers-cleaners; 1st-4th; Male; White;31; Unmarried; Separated; Honduras;35; <=50K
 Private; Transport-moving; HS-grad; Male; White;44; Not-in-family; Divorced; United-States;40; <=50K
 Private; Sales; 11th; Male; White;44; Husband; Married-civ-spouse; United-States;40; >50K
 Self-emp-not-inc; Prof-specialty; Masters; Female; White;45; Not-in-family; Never-married; United-States;60; <=50K
 Private; Machine-op-inspct; HS-grad; Male; White;22; Other-relative; Never-married; United-States;35; <=50K
 Private; Prof-specialty; Masters; Male; White;30; Not-in-family; Never-married; United-States;45; >50K
 State-gov; Prof-specialty; Masters; Male; White;51; Not-in-family; Never-married; United-States;40; >50K
 Private; Other-service; Bachelors; Male; Asian-Pac-Islander;41; Husband; Married-civ-spouse; Vietnam;30; <=50K
 Private; Craft-repair; Assoc-voc; Male; White;44; Husband; Married-civ-spouse; United-States;40; >50K
 Private; Protective-serv; Bachelors; Male; Black;32; Not-in-family; Never-married; United-States;30; <=50K
 Private; Handlers-cleaners; Some-college; Male; White;24; Own-child; Never-married; United-States;24; <=50K
 Private; Adm-clerical; HS-grad; Female; Black;25; Unmarried; Never-married; United-States;40; <=50K
 Private; Prof-specialty; Bachelors; Male; White;46; Husband; Married-civ-spouse; United-States;45; >50K
 Private; Other-service; HS-grad; Male; White;33; Unmarried; Divorced; United-States;40; <=50K
 Private; Prof-specialty; Bachelors; Male; White;51; Husband; Married-civ-spouse; United-States;50; >50K
 Self-emp-inc; Exec-managerial; Some-college; Male; White;21; Not-in-family; Never-married; United-States;40; <=50K
 Private; Adm-clerical; Assoc-acdm; Male; White;33; Not-in-family; Never-married; United-States;50; <=50K
 Private; Adm-clerical; Some-college; Female; White;33; Unmarried; Never-married; United-States;40; <=50K
 Local-gov; Exec-managerial; HS-grad; Male; Other;43; Husband; Married-civ-spouse; United-States;40; >50K
 Private; Handlers-cleaners; Some-college; Male; Black;32; Unmarried; Divorced; Nicaragua;40; <=50K
 Private; Other-service; HS-grad; Male; White;35; Own-child; Never-married; United-States;40; <=50K
 Private; Machine-op-inspct; HS-grad; Female; White;28; Wife; Married-civ-spouse; United-States;40; <=50K
 Private; Exec-managerial; HS-grad; Male; White;37; Not-in-family; Divorced; United-States;35; <=50K
 Private; Tech-support; Bachelors; Male; White;40; Not-in-family; Never-married; United-States;40; <=50K
 Private; Craft-repair; Some-college; Male; White;51; Husband; Married-civ-spouse; United-States;40; <=50K
 Self-emp-not-inc; Craft-repair; HS-grad; Male; White;76; Husband; Married-civ-spouse; United-States;30; <=50K
 Private; Sales; HS-grad; Male; White;52; Husband; Married-civ-spouse; United-States;14; <=50K
 Private; Handlers-cleaners; 11th; Male; White;18; Own-child; Never-married; United-States;12; <=50K
 Private; Exec-managerial; Bachelors; Male; White;46; Husband; Married-civ-spouse; United-States;44; >50K
 Private; Craft-repair; Assoc-voc; Male; White;49; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Adm-clerical; Bachelors; Female; White;38; Wife; Married-civ-spouse; United-States;50; >50K
 Private; Handlers-cleaners; HS-grad; Male; White;27; Own-child; Never-married; United-States;40; <=50K
 Private; Machine-op-inspct; HS-grad; Male; White;20; Own-child; Separated; United-States;40; <=50K
 Private; Handlers-cleaners; 12th; Male; Other;53; Not-in-family; Married-spouse-absent; Dominican-Republic;56; <=50K
 Private; Exec-managerial; Masters; Male; White;35; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Craft-repair; HS-grad; Male; White;23; Not-in-family; Divorced; United-States;40; <=50K
 Self-emp-inc; Sales; Bachelors; Male; White;42; Husband; Married-civ-spouse; United-States;60; >50K
 Private; Adm-clerical; HS-grad; Male; White;22; Not-in-family; Never-married; United-States;40; <=50K
 Private; Sales; 10th; Female; White;17; Own-child; Never-married; United-States;20; <=50K
 Private; Machine-op-inspct; 9th; Male; White;59; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Machine-op-inspct; 7th-8th; Male; White;65; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Craft-repair; Some-college; Male; White;57; Husband; Married-civ-spouse; United-States;45; <=50K
 Private; Craft-repair; 11th; Male; White;38; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Sales; HS-grad; Female; White;44; Other-relative; Never-married; United-States;15; <=50K
 Self-emp-inc; Sales; Some-college; Male; White;61; Husband; Married-civ-spouse; United-States;36; >50K
 Private; Adm-clerical; Some-college; Female; White;38; Not-in-family; Divorced; United-States;40; <=50K
 Private; Machine-op-inspct; 7th-8th; Female; White;60; Wife; Married-civ-spouse; United-States;40; <=50K
 Private; Tech-support; Bachelors; Male; White;29; Husband; Married-civ-spouse; United-States;35; >50K
 State-gov; Exec-managerial; Some-college; Female; White;46; Not-in-family; Never-married; United-States;40; <=50K
 Private; Prof-specialty; Bachelors; Female; White;25; Own-child; Never-married; United-States;21; <=50K
